subj,session,trial,rt,object_response,category,condition,imagename
resnet101,1,91,0,bottle,bear,91,../stimuli/style-transfer-preprocessed-512\bear\bear10-cat2.png
resnet101,1,92,0,bottle,bear,92,../stimuli/style-transfer-preprocessed-512\bear\bear10-chair2.png
resnet101,1,93,0,bottle,bear,93,../stimuli/style-transfer-preprocessed-512\bear\bear10-clock1.png
resnet101,1,94,0,bottle,bear,94,../stimuli/style-transfer-preprocessed-512\bear\bear10-elephant1.png
resnet101,1,95,0,bottle,bear,95,../stimuli/style-transfer-preprocessed-512\bear\bear10-keyboard3.png
resnet101,1,96,0,bottle,bear,96,../stimuli/style-transfer-preprocessed-512\bear\bear10-knife2.png
resnet101,1,97,0,bottle,bear,97,../stimuli/style-transfer-preprocessed-512\bear\bear10-oven1.png
resnet101,1,98,0,bottle,bear,98,../stimuli/style-transfer-preprocessed-512\bear\bear10-truck1.png
resnet101,1,99,0,bottle,bear,99,../stimuli/style-transfer-preprocessed-512\bear\bear2-airplane1.png
resnet101,1,100,0,bottle,bear,100,../stimuli/style-transfer-preprocessed-512\bear\bear2-bird3.png
resnet101,1,101,0,knife,bear,101,../stimuli/style-transfer-preprocessed-512\bear\bear2-car2.png
resnet101,1,102,0,bottle,bear,102,../stimuli/style-transfer-preprocessed-512\bear\bear2-cat2.png
resnet101,1,103,0,bottle,bear,103,../stimuli/style-transfer-preprocessed-512\bear\bear2-dog1.png
resnet101,1,104,0,bottle,bear,104,../stimuli/style-transfer-preprocessed-512\bear\bear2-elephant1.png
resnet101,1,105,0,bottle,bear,105,../stimuli/style-transfer-preprocessed-512\bear\bear2-keyboard2.png
resnet101,1,106,0,bottle,bear,106,../stimuli/style-transfer-preprocessed-512\bear\bear2-knife2.png
resnet101,1,107,0,bottle,bear,107,../stimuli/style-transfer-preprocessed-512\bear\bear2-oven1.png
resnet101,1,108,0,bottle,bear,108,../stimuli/style-transfer-preprocessed-512\bear\bear3-airplane1.png
resnet101,1,109,0,bottle,bear,109,../stimuli/style-transfer-preprocessed-512\bear\bear3-bicycle2.png
resnet101,1,110,0,bottle,bear,110,../stimuli/style-transfer-preprocessed-512\bear\bear3-bird3.png
resnet101,1,111,0,bottle,bear,111,../stimuli/style-transfer-preprocessed-512\bear\bear3-car2.png
resnet101,1,112,0,bottle,bear,112,../stimuli/style-transfer-preprocessed-512\bear\bear3-cat1.png
resnet101,1,113,0,bottle,bear,113,../stimuli/style-transfer-preprocessed-512\bear\bear3-chair2.png
resnet101,1,114,0,bottle,bear,114,../stimuli/style-transfer-preprocessed-512\bear\bear3-dog3.png
resnet101,1,115,0,bottle,bear,115,../stimuli/style-transfer-preprocessed-512\bear\bear3-keyboard2.png
resnet101,1,116,0,bottle,bear,116,../stimuli/style-transfer-preprocessed-512\bear\bear3-truck3.png
resnet101,1,117,0,bottle,bear,117,../stimuli/style-transfer-preprocessed-512\bear\bear4-boat2.png
resnet101,1,118,0,bottle,bear,118,../stimuli/style-transfer-preprocessed-512\bear\bear4-car3.png
resnet101,1,119,0,knife,bear,119,../stimuli/style-transfer-preprocessed-512\bear\bear4-cat3.png
resnet101,1,120,0,bottle,bear,120,../stimuli/style-transfer-preprocessed-512\bear\bear4-clock3.png
resnet101,1,121,0,bottle,bear,121,../stimuli/style-transfer-preprocessed-512\bear\bear4-elephant2.png
resnet101,1,122,0,bottle,bear,122,../stimuli/style-transfer-preprocessed-512\bear\bear4-keyboard3.png
resnet101,1,123,0,bottle,bear,123,../stimuli/style-transfer-preprocessed-512\bear\bear4-knife1.png
resnet101,1,124,0,bottle,bear,124,../stimuli/style-transfer-preprocessed-512\bear\bear4-oven2.png
resnet101,1,125,0,bottle,bear,125,../stimuli/style-transfer-preprocessed-512\bear\bear4-truck3.png
resnet101,1,126,0,bottle,bear,126,../stimuli/style-transfer-preprocessed-512\bear\bear5-airplane3.png
resnet101,1,127,0,bottle,bear,127,../stimuli/style-transfer-preprocessed-512\bear\bear5-bicycle3.png
resnet101,1,128,0,bottle,bear,128,../stimuli/style-transfer-preprocessed-512\bear\bear5-bird1.png
resnet101,1,129,0,bottle,bear,129,../stimuli/style-transfer-preprocessed-512\bear\bear5-boat2.png
resnet101,1,130,0,bottle,bear,130,../stimuli/style-transfer-preprocessed-512\bear\bear5-bottle1.png
resnet101,1,131,0,bottle,bear,131,../stimuli/style-transfer-preprocessed-512\bear\bear5-chair1.png
resnet101,1,132,0,bottle,bear,132,../stimuli/style-transfer-preprocessed-512\bear\bear5-oven3.png
resnet101,1,133,0,bottle,bear,133,../stimuli/style-transfer-preprocessed-512\bear\bear6-bear1.png
resnet101,1,134,0,bottle,bear,134,../stimuli/style-transfer-preprocessed-512\bear\bear6-bird2.png
resnet101,1,135,0,bottle,bear,135,../stimuli/style-transfer-preprocessed-512\bear\bear6-boat3.png
resnet101,1,136,0,bottle,bear,136,../stimuli/style-transfer-preprocessed-512\bear\bear6-bottle3.png
resnet101,1,137,0,bottle,bear,137,../stimuli/style-transfer-preprocessed-512\bear\bear6-car2.png
resnet101,1,138,0,bottle,bear,138,../stimuli/style-transfer-preprocessed-512\bear\bear6-cat3.png
resnet101,1,139,0,bottle,bear,139,../stimuli/style-transfer-preprocessed-512\bear\bear6-chair1.png
resnet101,1,140,0,bottle,bear,140,../stimuli/style-transfer-preprocessed-512\bear\bear6-clock1.png
resnet101,1,141,0,bottle,bear,141,../stimuli/style-transfer-preprocessed-512\bear\bear7-bear2.png
resnet101,1,142,0,bottle,bear,142,../stimuli/style-transfer-preprocessed-512\bear\bear7-bicycle2.png
resnet101,1,143,0,bottle,bear,143,../stimuli/style-transfer-preprocessed-512\bear\bear7-clock1.png
resnet101,1,144,0,knife,bear,144,../stimuli/style-transfer-preprocessed-512\bear\bear7-dog3.png
resnet101,1,145,0,bottle,bear,145,../stimuli/style-transfer-preprocessed-512\bear\bear7-oven3.png
resnet101,1,146,0,bottle,bear,146,../stimuli/style-transfer-preprocessed-512\bear\bear7-truck1.png
resnet101,1,147,0,bottle,bear,147,../stimuli/style-transfer-preprocessed-512\bear\bear8-airplane1.png
resnet101,1,148,0,bottle,bear,148,../stimuli/style-transfer-preprocessed-512\bear\bear8-bear1.png
resnet101,1,149,0,bottle,bear,149,../stimuli/style-transfer-preprocessed-512\bear\bear8-bicycle3.png
resnet101,1,150,0,bottle,bear,150,../stimuli/style-transfer-preprocessed-512\bear\bear8-boat2.png
resnet101,1,151,0,bottle,bear,151,../stimuli/style-transfer-preprocessed-512\bear\bear8-bottle1.png
resnet101,1,152,0,bottle,bear,152,../stimuli/style-transfer-preprocessed-512\bear\bear8-dog1.png
resnet101,1,153,0,bottle,bear,153,../stimuli/style-transfer-preprocessed-512\bear\bear8-elephant2.png
resnet101,1,154,0,bottle,bear,154,../stimuli/style-transfer-preprocessed-512\bear\bear8-knife3.png
resnet101,1,155,0,bottle,bear,155,../stimuli/style-transfer-preprocessed-512\bear\bear8-truck3.png
resnet101,1,156,0,bottle,bear,156,../stimuli/style-transfer-preprocessed-512\bear\bear9-boat2.png
resnet101,1,157,0,knife,bear,157,../stimuli/style-transfer-preprocessed-512\bear\bear9-bottle2.png
resnet101,1,158,0,bottle,bear,158,../stimuli/style-transfer-preprocessed-512\bear\bear9-dog1.png
resnet101,1,159,0,bottle,bear,159,../stimuli/style-transfer-preprocessed-512\bear\bear9-keyboard3.png
resnet101,1,160,0,bottle,bear,160,../stimuli/style-transfer-preprocessed-512\bear\bear9-knife2.png
resnet101,1,161,0,bottle,bicycle,161,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-airplane2.png
resnet101,1,162,0,bottle,bicycle,162,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-bear1.png
resnet101,1,163,0,bottle,bicycle,163,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-bicycle3.png
resnet101,1,164,0,bottle,bicycle,164,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-bird1.png
resnet101,1,165,0,knife,bicycle,165,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-boat3.png
resnet101,1,166,0,bottle,bicycle,166,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-bottle3.png
resnet101,1,167,0,bottle,bicycle,167,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-chair1.png
resnet101,1,168,0,bottle,bicycle,168,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-clock3.png
resnet101,1,169,0,bottle,bicycle,169,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-dog3.png
resnet101,1,170,0,bottle,bicycle,170,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-elephant2.png
resnet101,1,171,0,bottle,bicycle,171,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-knife3.png
resnet101,1,172,0,bottle,bicycle,172,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-oven1.png
resnet101,1,173,0,bottle,bicycle,173,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle1-truck1.png
resnet101,1,174,0,bottle,bicycle,174,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle10-airplane2.png
resnet101,1,175,0,bottle,bicycle,175,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle10-boat3.png
resnet101,1,176,0,bottle,bicycle,176,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle10-clock2.png
resnet101,1,177,0,knife,bicycle,177,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle10-dog3.png
resnet101,1,178,0,bottle,bicycle,178,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle10-elephant2.png
resnet101,1,179,0,bottle,bicycle,179,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-bicycle1.png
resnet101,1,180,0,bottle,bicycle,180,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-bird3.png
resnet101,1,181,0,bottle,bicycle,181,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-bottle1.png
resnet101,1,182,0,knife,bicycle,182,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-car2.png
resnet101,1,183,0,bottle,bicycle,183,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-dog1.png
resnet101,1,184,0,bottle,bicycle,184,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-keyboard2.png
resnet101,1,185,0,bottle,bicycle,185,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle2-knife2.png
resnet101,1,186,0,knife,bicycle,186,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle3-bird1.png
resnet101,1,187,0,knife,bicycle,187,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle3-elephant2.png
resnet101,1,188,0,bottle,bicycle,188,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle3-keyboard1.png
resnet101,1,189,0,bottle,bicycle,189,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle3-oven3.png
resnet101,1,190,0,bottle,bicycle,190,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle3-truck3.png
resnet101,1,191,0,bottle,bicycle,191,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-airplane1.png
resnet101,1,192,0,bottle,bicycle,192,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-bicycle3.png
resnet101,1,193,0,bottle,bicycle,193,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-boat1.png
resnet101,1,194,0,bottle,bicycle,194,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-bottle1.png
resnet101,1,195,0,knife,bicycle,195,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-car2.png
resnet101,1,196,0,knife,bicycle,196,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-cat1.png
resnet101,1,197,0,bottle,bicycle,197,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-chair2.png
resnet101,1,198,0,bottle,bicycle,198,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-clock3.png
resnet101,1,199,0,bottle,bicycle,199,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-keyboard3.png
resnet101,1,200,0,knife,bicycle,200,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-knife3.png
resnet101,1,201,0,bottle,bicycle,201,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-oven3.png
resnet101,1,202,0,bottle,bicycle,202,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle4-truck3.png
resnet101,1,203,0,bottle,bicycle,203,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-bear1.png
resnet101,1,204,0,bottle,bicycle,204,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-bottle3.png
resnet101,1,205,0,bottle,bicycle,205,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-car3.png
resnet101,1,206,0,bottle,bicycle,206,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-cat1.png
resnet101,1,207,0,bottle,bicycle,207,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-chair2.png
resnet101,1,208,0,bottle,bicycle,208,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-dog2.png
resnet101,1,209,0,bottle,bicycle,209,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-elephant1.png
resnet101,1,210,0,bottle,bicycle,210,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-keyboard3.png
resnet101,1,211,0,bottle,bicycle,211,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle5-oven3.png
resnet101,1,212,0,bottle,bicycle,212,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-airplane2.png
resnet101,1,213,0,bottle,bicycle,213,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-bicycle3.png
resnet101,1,214,0,bottle,bicycle,214,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-boat2.png
resnet101,1,215,0,knife,bicycle,215,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-car2.png
resnet101,1,216,0,bottle,bicycle,216,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-cat1.png
resnet101,1,217,0,bottle,bicycle,217,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle6-dog2.png
resnet101,1,218,0,bottle,bicycle,218,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-bear2.png
resnet101,1,219,0,bottle,bicycle,219,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-bicycle2.png
resnet101,1,220,0,knife,bicycle,220,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-cat1.png
resnet101,1,221,0,bottle,bicycle,221,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-clock3.png
resnet101,1,222,0,bottle,bicycle,222,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-elephant2.png
resnet101,1,223,0,bottle,bicycle,223,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-knife2.png
resnet101,1,224,0,bottle,bicycle,224,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-oven1.png
resnet101,1,225,0,bottle,bicycle,225,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle7-truck3.png
resnet101,1,226,0,bottle,bicycle,226,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-bear2.png
resnet101,1,227,0,bottle,bicycle,227,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-bird2.png
resnet101,1,228,0,bottle,bicycle,228,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-boat1.png
resnet101,1,229,0,bottle,bicycle,229,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-chair2.png
resnet101,1,230,0,bottle,bicycle,230,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-clock3.png
resnet101,1,231,0,bottle,bicycle,231,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle8-truck1.png
resnet101,1,232,0,bottle,bicycle,232,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-airplane2.png
resnet101,1,233,0,bottle,bicycle,233,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-bear1.png
resnet101,1,234,0,bottle,bicycle,234,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-bird3.png
resnet101,1,235,0,bottle,bicycle,235,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-bottle1.png
resnet101,1,236,0,knife,bicycle,236,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-car1.png
resnet101,1,237,0,bottle,bicycle,237,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-cat3.png
resnet101,1,238,0,knife,bicycle,238,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-chair1.png
resnet101,1,239,0,bottle,bicycle,239,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-keyboard3.png
resnet101,1,240,0,bottle,bicycle,240,../stimuli/style-transfer-preprocessed-512\bicycle\bicycle9-knife3.png
resnet101,1,241,0,bottle,bird,241,../stimuli/style-transfer-preprocessed-512\bird\bird1-airplane2.png
resnet101,1,242,0,knife,bird,242,../stimuli/style-transfer-preprocessed-512\bird\bird1-bear1.png
resnet101,1,243,0,bottle,bird,243,../stimuli/style-transfer-preprocessed-512\bird\bird1-bicycle2.png
resnet101,1,244,0,bottle,bird,244,../stimuli/style-transfer-preprocessed-512\bird\bird1-boat1.png
resnet101,1,245,0,bottle,bird,245,../stimuli/style-transfer-preprocessed-512\bird\bird1-chair2.png
resnet101,1,246,0,bottle,bird,246,../stimuli/style-transfer-preprocessed-512\bird\bird1-clock3.png
resnet101,1,247,0,bottle,bird,247,../stimuli/style-transfer-preprocessed-512\bird\bird1-elephant2.png
resnet101,1,248,0,bottle,bird,248,../stimuli/style-transfer-preprocessed-512\bird\bird1-keyboard3.png
