subj,session,trial,rt,object_response,category,condition,imagename
resnet50_trained_on_SIN,1,40,0,chair,airplane,40,../stimuli/style-transfer-preprocessed-512/airplane/airplane4-keyboard3.png
resnet50_trained_on_SIN,1,41,0,chair,airplane,41,../stimuli/style-transfer-preprocessed-512/airplane/airplane4-knife1.png
resnet50_trained_on_SIN,1,42,0,truck,airplane,42,../stimuli/style-transfer-preprocessed-512/airplane/airplane4-truck2.png
resnet50_trained_on_SIN,1,43,0,bear,airplane,43,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-bear2.png
resnet50_trained_on_SIN,1,44,0,truck,airplane,44,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-bicycle1.png
resnet50_trained_on_SIN,1,45,0,airplane,airplane,45,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-bird2.png
resnet50_trained_on_SIN,1,46,0,truck,airplane,46,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-boat3.png
resnet50_trained_on_SIN,1,47,0,bottle,airplane,47,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-bottle3.png
resnet50_trained_on_SIN,1,48,0,chair,airplane,48,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-chair3.png
resnet50_trained_on_SIN,1,49,0,cat,airplane,49,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-dog3.png
resnet50_trained_on_SIN,1,50,0,chair,airplane,50,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-knife1.png
resnet50_trained_on_SIN,1,51,0,airplane,airplane,51,../stimuli/style-transfer-preprocessed-512/airplane/airplane5-oven3.png
resnet50_trained_on_SIN,1,52,0,dog,airplane,52,../stimuli/style-transfer-preprocessed-512/airplane/airplane6-bear3.png
resnet50_trained_on_SIN,1,53,0,bottle,airplane,53,../stimuli/style-transfer-preprocessed-512/airplane/airplane6-bottle2.png
resnet50_trained_on_SIN,1,54,0,airplane,airplane,54,../stimuli/style-transfer-preprocessed-512/airplane/airplane6-chair3.png
resnet50_trained_on_SIN,1,55,0,chair,airplane,55,../stimuli/style-transfer-preprocessed-512/airplane/airplane6-keyboard3.png
resnet50_trained_on_SIN,1,56,0,chair,airplane,56,../stimuli/style-transfer-preprocessed-512/airplane/airplane6-knife1.png
resnet50_trained_on_SIN,1,57,0,airplane,airplane,57,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-airplane3.png
resnet50_trained_on_SIN,1,58,0,knife,airplane,58,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-bird3.png
resnet50_trained_on_SIN,1,59,0,boat,airplane,59,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-boat2.png
resnet50_trained_on_SIN,1,60,0,truck,airplane,60,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-bottle3.png
resnet50_trained_on_SIN,1,61,0,knife,airplane,61,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-car1.png
resnet50_trained_on_SIN,1,62,0,chair,airplane,62,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-cat3.png
resnet50_trained_on_SIN,1,63,0,knife,airplane,63,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-clock3.png
resnet50_trained_on_SIN,1,64,0,chair,airplane,64,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-keyboard1.png
resnet50_trained_on_SIN,1,65,0,chair,airplane,65,../stimuli/style-transfer-preprocessed-512/airplane/airplane7-truck1.png
resnet50_trained_on_SIN,1,66,0,oven,airplane,66,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-bicycle3.png
resnet50_trained_on_SIN,1,67,0,clock,airplane,67,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-bird1.png
resnet50_trained_on_SIN,1,68,0,keyboard,airplane,68,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-chair1.png
resnet50_trained_on_SIN,1,69,0,truck,airplane,69,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-clock2.png
resnet50_trained_on_SIN,1,70,0,knife,airplane,70,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-elephant3.png
resnet50_trained_on_SIN,1,71,0,oven,airplane,71,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-oven2.png
resnet50_trained_on_SIN,1,72,0,keyboard,airplane,72,../stimuli/style-transfer-preprocessed-512/airplane/airplane8-truck3.png
resnet50_trained_on_SIN,1,73,0,airplane,airplane,73,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-airplane2.png
resnet50_trained_on_SIN,1,74,0,bicycle,airplane,74,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-boat1.png
resnet50_trained_on_SIN,1,75,0,knife,airplane,75,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-car2.png
resnet50_trained_on_SIN,1,76,0,chair,airplane,76,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-clock1.png
resnet50_trained_on_SIN,1,77,0,oven,airplane,77,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-keyboard2.png
resnet50_trained_on_SIN,1,78,0,bottle,airplane,78,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-knife3.png
resnet50_trained_on_SIN,1,79,0,clock,airplane,79,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-oven2.png
resnet50_trained_on_SIN,1,80,0,oven,airplane,80,../stimuli/style-transfer-preprocessed-512/airplane/airplane9-truck1.png
resnet50_trained_on_SIN,1,81,0,bear,bear,81,../stimuli/style-transfer-preprocessed-512/bear/bear1-airplane3.png
resnet50_trained_on_SIN,1,82,0,bear,bear,82,../stimuli/style-transfer-preprocessed-512/bear/bear1-bear3.png
resnet50_trained_on_SIN,1,83,0,bear,bear,83,../stimuli/style-transfer-preprocessed-512/bear/bear1-bicycle3.png
resnet50_trained_on_SIN,1,84,0,bear,bear,84,../stimuli/style-transfer-preprocessed-512/bear/bear1-bird2.png
resnet50_trained_on_SIN,1,85,0,oven,bear,85,../stimuli/style-transfer-preprocessed-512/bear/bear1-chair2.png
resnet50_trained_on_SIN,1,86,0,dog,bear,86,../stimuli/style-transfer-preprocessed-512/bear/bear1-clock2.png
resnet50_trained_on_SIN,1,87,0,bear,bear,87,../stimuli/style-transfer-preprocessed-512/bear/bear1-elephant1.png
resnet50_trained_on_SIN,1,88,0,bear,bear,88,../stimuli/style-transfer-preprocessed-512/bear/bear10-bear2.png
resnet50_trained_on_SIN,1,89,0,oven,bear,89,../stimuli/style-transfer-preprocessed-512/bear/bear10-bottle1.png
resnet50_trained_on_SIN,1,90,0,boat,bear,90,../stimuli/style-transfer-preprocessed-512/bear/bear10-car2.png
resnet50_trained_on_SIN,1,91,0,bear,bear,91,../stimuli/style-transfer-preprocessed-512/bear/bear10-cat2.png
resnet50_trained_on_SIN,1,92,0,oven,bear,92,../stimuli/style-transfer-preprocessed-512/bear/bear10-chair2.png
resnet50_trained_on_SIN,1,93,0,oven,bear,93,../stimuli/style-transfer-preprocessed-512/bear/bear10-clock1.png
resnet50_trained_on_SIN,1,94,0,knife,bear,94,../stimuli/style-transfer-preprocessed-512/bear/bear10-elephant1.png
resnet50_trained_on_SIN,1,95,0,clock,bear,95,../stimuli/style-transfer-preprocessed-512/bear/bear10-keyboard3.png
resnet50_trained_on_SIN,1,96,0,oven,bear,96,../stimuli/style-transfer-preprocessed-512/bear/bear10-knife2.png
resnet50_trained_on_SIN,1,97,0,oven,bear,97,../stimuli/style-transfer-preprocessed-512/bear/bear10-oven1.png
resnet50_trained_on_SIN,1,98,0,truck,bear,98,../stimuli/style-transfer-preprocessed-512/bear/bear10-truck1.png
resnet50_trained_on_SIN,1,99,0,elephant,bear,99,../stimuli/style-transfer-preprocessed-512/bear/bear2-airplane1.png
resnet50_trained_on_SIN,1,100,0,bear,bear,100,../stimuli/style-transfer-preprocessed-512/bear/bear2-bird3.png
resnet50_trained_on_SIN,1,101,0,oven,bear,101,../stimuli/style-transfer-preprocessed-512/bear/bear2-car2.png
resnet50_trained_on_SIN,1,102,0,bear,bear,102,../stimuli/style-transfer-preprocessed-512/bear/bear2-cat2.png
resnet50_trained_on_SIN,1,103,0,bear,bear,103,../stimuli/style-transfer-preprocessed-512/bear/bear2-dog1.png
resnet50_trained_on_SIN,1,104,0,bear,bear,104,../stimuli/style-transfer-preprocessed-512/bear/bear2-elephant1.png
resnet50_trained_on_SIN,1,105,0,bottle,bear,105,../stimuli/style-transfer-preprocessed-512/bear/bear2-keyboard2.png
resnet50_trained_on_SIN,1,106,0,car,bear,106,../stimuli/style-transfer-preprocessed-512/bear/bear2-knife2.png
resnet50_trained_on_SIN,1,107,0,cat,bear,107,../stimuli/style-transfer-preprocessed-512/bear/bear2-oven1.png
resnet50_trained_on_SIN,1,108,0,elephant,bear,108,../stimuli/style-transfer-preprocessed-512/bear/bear3-airplane1.png
resnet50_trained_on_SIN,1,109,0,bicycle,bear,109,../stimuli/style-transfer-preprocessed-512/bear/bear3-bicycle2.png
resnet50_trained_on_SIN,1,110,0,bear,bear,110,../stimuli/style-transfer-preprocessed-512/bear/bear3-bird3.png
resnet50_trained_on_SIN,1,111,0,oven,bear,111,../stimuli/style-transfer-preprocessed-512/bear/bear3-car2.png
resnet50_trained_on_SIN,1,112,0,bear,bear,112,../stimuli/style-transfer-preprocessed-512/bear/bear3-cat1.png
resnet50_trained_on_SIN,1,113,0,oven,bear,113,../stimuli/style-transfer-preprocessed-512/bear/bear3-chair2.png
resnet50_trained_on_SIN,1,114,0,bear,bear,114,../stimuli/style-transfer-preprocessed-512/bear/bear3-dog3.png
resnet50_trained_on_SIN,1,115,0,chair,bear,115,../stimuli/style-transfer-preprocessed-512/bear/bear3-keyboard2.png
resnet50_trained_on_SIN,1,116,0,chair,bear,116,../stimuli/style-transfer-preprocessed-512/bear/bear3-truck3.png
resnet50_trained_on_SIN,1,117,0,truck,bear,117,../stimuli/style-transfer-preprocessed-512/bear/bear4-boat2.png
resnet50_trained_on_SIN,1,118,0,car,bear,118,../stimuli/style-transfer-preprocessed-512/bear/bear4-car3.png
resnet50_trained_on_SIN,1,119,0,bear,bear,119,../stimuli/style-transfer-preprocessed-512/bear/bear4-cat3.png
resnet50_trained_on_SIN,1,120,0,elephant,bear,120,../stimuli/style-transfer-preprocessed-512/bear/bear4-clock3.png
resnet50_trained_on_SIN,1,121,0,bear,bear,121,../stimuli/style-transfer-preprocessed-512/bear/bear4-elephant2.png
resnet50_trained_on_SIN,1,122,0,bottle,bear,122,../stimuli/style-transfer-preprocessed-512/bear/bear4-keyboard3.png
resnet50_trained_on_SIN,1,123,0,truck,bear,123,../stimuli/style-transfer-preprocessed-512/bear/bear4-knife1.png
resnet50_trained_on_SIN,1,124,0,knife,bear,124,../stimuli/style-transfer-preprocessed-512/bear/bear4-oven2.png
resnet50_trained_on_SIN,1,125,0,truck,bear,125,../stimuli/style-transfer-preprocessed-512/bear/bear4-truck3.png
resnet50_trained_on_SIN,1,126,0,bear,bear,126,../stimuli/style-transfer-preprocessed-512/bear/bear5-airplane3.png
resnet50_trained_on_SIN,1,127,0,dog,bear,127,../stimuli/style-transfer-preprocessed-512/bear/bear5-bicycle3.png
resnet50_trained_on_SIN,1,128,0,bear,bear,128,../stimuli/style-transfer-preprocessed-512/bear/bear5-bird1.png
resnet50_trained_on_SIN,1,129,0,oven,bear,129,../stimuli/style-transfer-preprocessed-512/bear/bear5-boat2.png
resnet50_trained_on_SIN,1,130,0,keyboard,bear,130,../stimuli/style-transfer-preprocessed-512/bear/bear5-bottle1.png
resnet50_trained_on_SIN,1,131,0,bottle,bear,131,../stimuli/style-transfer-preprocessed-512/bear/bear5-chair1.png
resnet50_trained_on_SIN,1,132,0,oven,bear,132,../stimuli/style-transfer-preprocessed-512/bear/bear5-oven3.png
resnet50_trained_on_SIN,1,133,0,cat,bear,133,../stimuli/style-transfer-preprocessed-512/bear/bear6-bear1.png
resnet50_trained_on_SIN,1,134,0,dog,bear,134,../stimuli/style-transfer-preprocessed-512/bear/bear6-bird2.png
resnet50_trained_on_SIN,1,135,0,bicycle,bear,135,../stimuli/style-transfer-preprocessed-512/bear/bear6-boat3.png
resnet50_trained_on_SIN,1,136,0,bottle,bear,136,../stimuli/style-transfer-preprocessed-512/bear/bear6-bottle3.png
resnet50_trained_on_SIN,1,137,0,oven,bear,137,../stimuli/style-transfer-preprocessed-512/bear/bear6-car2.png
resnet50_trained_on_SIN,1,138,0,oven,bear,138,../stimuli/style-transfer-preprocessed-512/bear/bear6-cat3.png
resnet50_trained_on_SIN,1,139,0,chair,bear,139,../stimuli/style-transfer-preprocessed-512/bear/bear6-chair1.png
resnet50_trained_on_SIN,1,140,0,clock,bear,140,../stimuli/style-transfer-preprocessed-512/bear/bear6-clock1.png
resnet50_trained_on_SIN,1,141,0,bear,bear,141,../stimuli/style-transfer-preprocessed-512/bear/bear7-bear2.png
resnet50_trained_on_SIN,1,142,0,dog,bear,142,../stimuli/style-transfer-preprocessed-512/bear/bear7-bicycle2.png
resnet50_trained_on_SIN,1,143,0,clock,bear,143,../stimuli/style-transfer-preprocessed-512/bear/bear7-clock1.png
resnet50_trained_on_SIN,1,144,0,bear,bear,144,../stimuli/style-transfer-preprocessed-512/bear/bear7-dog3.png
resnet50_trained_on_SIN,1,145,0,truck,bear,145,../stimuli/style-transfer-preprocessed-512/bear/bear7-oven3.png
resnet50_trained_on_SIN,1,146,0,dog,bear,146,../stimuli/style-transfer-preprocessed-512/bear/bear7-truck1.png
resnet50_trained_on_SIN,1,147,0,dog,bear,147,../stimuli/style-transfer-preprocessed-512/bear/bear8-airplane1.png
resnet50_trained_on_SIN,1,148,0,bear,bear,148,../stimuli/style-transfer-preprocessed-512/bear/bear8-bear1.png
resnet50_trained_on_SIN,1,149,0,bird,bear,149,../stimuli/style-transfer-preprocessed-512/bear/bear8-bicycle3.png
resnet50_trained_on_SIN,1,150,0,oven,bear,150,../stimuli/style-transfer-preprocessed-512/bear/bear8-boat2.png
resnet50_trained_on_SIN,1,151,0,clock,bear,151,../stimuli/style-transfer-preprocessed-512/bear/bear8-bottle1.png
resnet50_trained_on_SIN,1,152,0,bear,bear,152,../stimuli/style-transfer-preprocessed-512/bear/bear8-dog1.png
resnet50_trained_on_SIN,1,153,0,bear,bear,153,../stimuli/style-transfer-preprocessed-512/bear/bear8-elephant2.png
resnet50_trained_on_SIN,1,154,0,bear,bear,154,../stimuli/style-transfer-preprocessed-512/bear/bear8-knife3.png
resnet50_trained_on_SIN,1,155,0,truck,bear,155,../stimuli/style-transfer-preprocessed-512/bear/bear8-truck3.png
resnet50_trained_on_SIN,1,156,0,oven,bear,156,../stimuli/style-transfer-preprocessed-512/bear/bear9-boat2.png
resnet50_trained_on_SIN,1,157,0,dog,bear,157,../stimuli/style-transfer-preprocessed-512/bear/bear9-bottle2.png
resnet50_trained_on_SIN,1,158,0,bear,bear,158,../stimuli/style-transfer-preprocessed-512/bear/bear9-dog1.png
resnet50_trained_on_SIN,1,159,0,bear,bear,159,../stimuli/style-transfer-preprocessed-512/bear/bear9-keyboard3.png
resnet50_trained_on_SIN,1,160,0,dog,bear,160,../stimuli/style-transfer-preprocessed-512/bear/bear9-knife2.png
resnet50_trained_on_SIN,1,161,0,bicycle,bicycle,161,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-airplane2.png
resnet50_trained_on_SIN,1,162,0,bicycle,bicycle,162,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-bear1.png
resnet50_trained_on_SIN,1,163,0,bicycle,bicycle,163,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-bicycle3.png
resnet50_trained_on_SIN,1,164,0,bicycle,bicycle,164,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-bird1.png
resnet50_trained_on_SIN,1,165,0,bicycle,bicycle,165,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-boat3.png
resnet50_trained_on_SIN,1,166,0,bicycle,bicycle,166,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-bottle3.png
resnet50_trained_on_SIN,1,167,0,bicycle,bicycle,167,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-chair1.png
resnet50_trained_on_SIN,1,168,0,bicycle,bicycle,168,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-clock3.png
resnet50_trained_on_SIN,1,169,0,bicycle,bicycle,169,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-dog3.png
resnet50_trained_on_SIN,1,170,0,bicycle,bicycle,170,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-elephant2.png
resnet50_trained_on_SIN,1,171,0,bicycle,bicycle,171,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-knife3.png
resnet50_trained_on_SIN,1,172,0,bicycle,bicycle,172,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-oven1.png
resnet50_trained_on_SIN,1,173,0,bicycle,bicycle,173,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle1-truck1.png
resnet50_trained_on_SIN,1,174,0,bicycle,bicycle,174,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle10-airplane2.png
resnet50_trained_on_SIN,1,175,0,bicycle,bicycle,175,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle10-boat3.png
resnet50_trained_on_SIN,1,176,0,bicycle,bicycle,176,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle10-clock2.png
resnet50_trained_on_SIN,1,177,0,bicycle,bicycle,177,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle10-dog3.png
resnet50_trained_on_SIN,1,178,0,bicycle,bicycle,178,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle10-elephant2.png
resnet50_trained_on_SIN,1,179,0,bicycle,bicycle,179,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-bicycle1.png
resnet50_trained_on_SIN,1,180,0,bicycle,bicycle,180,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-bird3.png
resnet50_trained_on_SIN,1,181,0,bicycle,bicycle,181,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-bottle1.png
resnet50_trained_on_SIN,1,182,0,knife,bicycle,182,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-car2.png
resnet50_trained_on_SIN,1,183,0,bicycle,bicycle,183,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-dog1.png
resnet50_trained_on_SIN,1,184,0,chair,bicycle,184,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-keyboard2.png
resnet50_trained_on_SIN,1,185,0,bicycle,bicycle,185,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle2-knife2.png
resnet50_trained_on_SIN,1,186,0,bicycle,bicycle,186,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle3-bird1.png
resnet50_trained_on_SIN,1,187,0,car,bicycle,187,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle3-elephant2.png
resnet50_trained_on_SIN,1,188,0,bicycle,bicycle,188,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle3-keyboard1.png
resnet50_trained_on_SIN,1,189,0,bicycle,bicycle,189,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle3-oven3.png
resnet50_trained_on_SIN,1,190,0,chair,bicycle,190,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle3-truck3.png
resnet50_trained_on_SIN,1,191,0,bicycle,bicycle,191,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-airplane1.png
resnet50_trained_on_SIN,1,192,0,bicycle,bicycle,192,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-bicycle3.png
resnet50_trained_on_SIN,1,193,0,bicycle,bicycle,193,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-boat1.png
resnet50_trained_on_SIN,1,194,0,bicycle,bicycle,194,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-bottle1.png
resnet50_trained_on_SIN,1,195,0,bicycle,bicycle,195,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-car2.png
resnet50_trained_on_SIN,1,196,0,bicycle,bicycle,196,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-cat1.png
resnet50_trained_on_SIN,1,197,0,bicycle,bicycle,197,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-chair2.png
resnet50_trained_on_SIN,1,198,0,bicycle,bicycle,198,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-clock3.png
resnet50_trained_on_SIN,1,199,0,bicycle,bicycle,199,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-keyboard3.png
resnet50_trained_on_SIN,1,200,0,bicycle,bicycle,200,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-knife3.png
resnet50_trained_on_SIN,1,201,0,bicycle,bicycle,201,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-oven3.png
resnet50_trained_on_SIN,1,202,0,bicycle,bicycle,202,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle4-truck3.png
resnet50_trained_on_SIN,1,203,0,cat,bicycle,203,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-bear1.png
resnet50_trained_on_SIN,1,204,0,bicycle,bicycle,204,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-bottle3.png
resnet50_trained_on_SIN,1,205,0,bicycle,bicycle,205,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-car3.png
resnet50_trained_on_SIN,1,206,0,cat,bicycle,206,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-cat1.png
resnet50_trained_on_SIN,1,207,0,bicycle,bicycle,207,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-chair2.png
resnet50_trained_on_SIN,1,208,0,bicycle,bicycle,208,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-dog2.png
resnet50_trained_on_SIN,1,209,0,bicycle,bicycle,209,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-elephant1.png
resnet50_trained_on_SIN,1,210,0,car,bicycle,210,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-keyboard3.png
resnet50_trained_on_SIN,1,211,0,bicycle,bicycle,211,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle5-oven3.png
resnet50_trained_on_SIN,1,212,0,bicycle,bicycle,212,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle6-airplane2.png
resnet50_trained_on_SIN,1,213,0,bicycle,bicycle,213,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle6-bicycle3.png
resnet50_trained_on_SIN,1,214,0,bicycle,bicycle,214,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle6-boat2.png
resnet50_trained_on_SIN,1,215,0,oven,bicycle,215,../stimuli/style-transfer-preprocessed-512/bicycle/bicycle6-car2.png
